namespace,cbb_items
AT#arrEddSeqNbr,계약EDD일련번호
AT#arrEmplRelCd,계약직원관계코드
AT#arrEmplRelSeqNbr,계약직원관계일련번호
AT#arrEmplRelStsCd,
AT#arrEmplRelStsChngRsnCd,
AT#arrEtcInfoCntnt,계약기타정보내용
AT#arrEtcInfoDsNm,계약기타정보구분명
AT#arrExtrnlIdNbr,계약외부식별번호
AT#arrExtrnlIdNbrSeqNbr,계약외부식별번호일련번호
AT#arrExtrnlIdNbrStsCd,계약외부식별번호상태코드
AT#arrExtrnlIdNbrStsRsnCd,계약외부식별번호상태변경사유코드
AT#arrExtrnlIdNbrStsSeqNbr,계약외부식별번호상태일련번호
AT#arrExtrnlIdNbrTpCd,계약외부식별번호유형
AT#arrFinYn,정리완료여부
AT#arrGrpArrRelSeqNbr,계약그룹계약관계일련번호
AT#arrGrpArrRelStsCd,계약그룹계약관계상태코드
AT#arrGrpArrRelStsChngRsnCd,계약그룹계약관계상태변경사유코드
AT#arrGrpArrRelStsRsnCd,계약그룹계약관계상태사유코드
AT#arrGrpAtrbtNm,계약그룹속성명
AT#arrGrpAtrbtSeqNbr,계약그룹속성일련번호
AT#arrGrpAtrbtStsCd,계약그룹속성상태코드
AT#arrGrpAtrbtStsSeqNbr,계약그룹상태일련번호
AT#arrGrpAtrbtValJson,계약그룹속성값제이슨
AT#arrGrpDescCntnt,계약그룹설명내용
AT#arrGrpId,계약그룹식별자
AT#arrGrpNm,계약그룹명
AT#arrGrpRelStsChngRsnCd,계약그룹관계상태변경사유코드
AT#arrGrpStsCd,계약그룹상태코드
AT#arrGrpStsChngDt,계약그룹상태변경년월일
AT#arrGrpStsChngRsnCd,계약그룹상태변경사유코드
AT#arrGrpStsDt,계약그룹상태일자
AT#arrGrpTpCd,계약그룹유형
AT#arrId,계약식별자
AT#arrIdNbr,계약식별번호
AT#arrIdNbrKndCd,계약식별번호종류코드
AT#arrIdNbrSrvcBlckngTpCd,계약식별번호서비스제한유형
AT#arrIntRtTpCd,계약금리유형
AT#arrIntRtTpNm,계약금리유형명
AT#arrIssmdaBlckngBizCd,계약발급매체제한업무코드
AT#arrIssmdaBlckngBizCdNbr,계약발급매체제한업무코드번호
AT#arrIssmdaBlckngCd,계약발급매체제한코드
AT#arrIssmdaBlckngCntnt,계약발급매체제한내용
AT#arrIssmdaBlckngSeqNbr,계약발급매체제한일련번호
AT#arrIssmdaBlckngStsCd,계약발급매체제한상태코드
AT#arrIssmdaBlckngStsChngRsnCd,계약발급매체제한상태변경사유코드
AT#arrIssmdaBlckngStsRsnCd,계약발급매체제한상태사유코드
AT#arrIssmdaBlckngStsSeqNbr,계약발급매체제한상태일련번호
AT#arrIssmdaInhrncId,계약발급매체고유식별자
AT#arrIssmdaPrflAtrbtDescCntnt,계약발급매체프로파일속성설명내용
AT#arrIssmdaPrflAtrbtNm,계약발급매체프로파일속성명
AT#arrIssmdaPrflCntnt,계약발급매체프로파일내용
AT#arrIssmdaPrflDescCntnt,계약발급매체프로파일설명
AT#arrIssmdaPrflNm,계약발급매체프로파일명
AT#arrIssmdaPsbkMsgSeqNbr,계약발급매체통장메시지일련번호
AT#arrIssmdaRelSeqNbr,계약발급매체관계일련번호
AT#arrIssmdaRelStsCd,계약발급매체관계상태코드
AT#arrIssmdaRelStsChngRsnCd,계약발급매체관계상태변경사유코드
AT#arrIssmdaStsCd,계약발급매체상태코드
AT#arrIssmdaStsChngRsnBizCdNbr,계약발급매체상태변경사유업무코드
AT#arrIssmdaStsChngRsnCd,계약발급매체상태변경사유코드
AT#arrIssmdaStsSeqNbr,계약발급매체상태일련번호
AT#arrIssmdaTmpltId,계약발급매체템플릿식별자
AT#arrIssmdaTmpltNm,계약발급매체템플릿명
AT#arrIssmdaTpCd,계약발급매체유형
AT#arrKndCd,계약종류코드
AT#arrLastAgrmntDt,계약최종약정일자
AT#arrLastAgrmntHms,최종약정시각
AT#arrLvlYn,계약레벨여부
AT#arrMnthCnt,계약월수
AT#arrMtrtyDt,계약만기일자
AT#arrMtrtyElpsdYn,계약만기경과여부
AT#arrNoticeFailSndRsnCd,계약통지미발송사유코드
AT#arrNoticeFailSndSeqNbr,계약통지미발송일련번호
AT#arrNoticeFailSndStsCd,계약통지미발송상태코드
AT#arrOpnDt,계약개설일자
AT#arrOpnHms,계약개설시간
AT#arrPdRelCd,계약상품관계코드
AT#arrPdRelSeqNbr,계약상품관계일련번호
AT#arrPdRelStsCd,계약상품관계상태코드
AT#arrPdRelStsChngRsnCd,계약상품관계상태변경사유코드
AT#arrPdRuleCntnt,계약상품규칙내용
AT#arrPdRuleNm,계약상품규칙명
AT#arrPdRuleTpCd,계약상품규칙유형
AT#arrPlnExctnBaseDay,계약계획실행기준일
AT#arrPlnExctnBaseDayDscd,계약계획실행기준일구분코드
AT#arrPlnExctnInfoCntnt,계약계획실행정보내용
AT#arrPlnSrvcTpCd,계약계획서비스유형
AT#arrPlnStsCd,계약계획상태코드
AT#arrPlnStsChngRsnCd,계약계획상태변경사유코드
AT#arrPrprtnAdtnStsCd,계약준비추가상태코드
AT#arrPrprtnStepAdtnStsCd,계약준비단계추가상태코드
AT#arrPrprtnStepStsCd,계약준비단계상태코드
AT#arrPsbkBkgSeqNbr,계약통장기장일련번호
AT#arrPsbkEventSeqNbr,계약통장이벤트일련번호
AT#arrRelCd,계약관계코드
AT#arrRelKndCd,계약관계종류코드
AT#arrRelKndNm,계약관계종류명
AT#arrRelNm,계약관계명
AT#arrRelSeqNbr,계약관계일련번호
AT#arrRelStartDt,계약관계시작일자
AT#arrRelStsCd,계약관계상태코드
AT#arrResrcRelCd,계약자원관계코드
AT#arrResrcRelStsCd,계약자원관계상태코드
AT#arrResrcRelStsChngRsnCd,계약자원관계상태변경사유코드
AT#arrRprsnRelCd,계약관련인관계코드
AT#arrRprsnRelSeqNbr,계약관련인관계일련번호
AT#arrRprsnRelStsCd,계약관련인관계상태코드
AT#arrRprsnRelStsChngRsnCd,계약관련인관계상태변경사유코드
AT#arrSrchDscd,계약조회구분
AT#arrSrvcBlckngAmt,계약서비스제한금액
AT#arrSrvcBlckngAmtCrncyCd,계약서비스제한금액통화코드
AT#arrSrvcBlckngCaseNbr,계약서비스제한사건번호
AT#arrSrvcBlckngCd,계약서비스제한코드
AT#arrSrvcBlckngCdNm,계약서비스제한서비스코드명
AT#arrSrvcBlckngCntnt,서비스제한내용
AT#arrSrvcBlckngIncrsAmt,계약서비스제한증액금액
AT#arrSrvcBlckngJrsdctnCmplntNm,계약서비스제한관할민원인명
AT#arrSrvcBlckngRdctnAmt,계약서비스제한감액금액
AT#arrSrvcBlckngRqerDscd,계약서비스제한요청자구분
AT#arrSrvcBlckngRqerDtlCntnt,계약서비스제한요청자상세내용
AT#arrSrvcBlckngRqerNm,계약서비스제한요청자명
AT#arrSrvcBlckngRqerTelNbr,계약서비스제한요청자전화번호
AT#arrSrvcBlckngSeqNbr,계약서비스제한일련번호
AT#arrSrvcBlckngStsCd,계약서비스제한상태코드
AT#arrSrvcBlckngStsCdNm,계약서비스제한상태코드명
AT#arrSrvcBlckngStsChngBizCd,계약서비스제한상태변경업무코드
AT#arrSrvcBlckngStsChngBizCdNbr,계약서비스제한상태변경업무코드번호
AT#arrSrvcBlckngStsChngRsnCd,계약서비스제한상태변경사유코드
AT#arrSrvcBlckngStsRsnCd,계약서비스제한상태사유코드
AT#arrSrvcBlckngTrgtNcsrTrgtCntnt,계약서비스제한대상내용
AT#arrSrvcBlckngTrgtNcsrYn,계약서비스제한대상필요여부
AT#arrSrvcCd,계약서비스코드
AT#arrSrvcTpCd,계약서비스유형
AT#arrSrvcTpNm,계약서비스유형명
AT#arrStaffRelCd,계약스태프관계코드
AT#arrStaffRelSeqNbr,계약스태프관계일련번호
AT#arrStaffRelStsCd,계약직원관계상태코드
AT#arrStaffRelStsChngRsnCd,계약직원관계상태변경사유코드
AT#arrStrctrQryCd,계약구조조회코드
AT#arrStsCd,계약상태
AT#arrStsCdNm,계약상태코드명
AT#arrStsChngDt,계약상태변경일자
AT#arrStsChngRsnBizCd,계야상태변경사유업무코드
AT#arrStsChngRsnBizCdNbr,계약상태변경사유업무코드번호
AT#arrStsChngRsnCd,상태변경사유
AT#arrStsChngRsnRmkCntnt,계약상태변경사유비고내용
AT#arrStsDt,계약상태일자
AT#arrStsHms,계약상태시간
AT#arrStsNm,계약상태명
AT#arrTrmCnt,계약기간수
AT#arrTrmDscd,계약기간구분
AT#arrTrmMnthCnt,계약기간월수
AT#arrTrmntnDscd,계약해지구분
AT#arrTrmntnDt,계약해지일자
AT#arrTrmntnDtlDscd,계약해지상세구분
AT#arrTxRstrctnCd,계약거래제한코드
AT#arrTxRstrctnCdNm,계약거래제한코드명
AT#arrTxRstrctnRqerDscd,계약거래제한요청자구분
AT#arrTxRstrctnRqerDscdNm,계약거래제한요청자구분코드명
AT#arrTxRstrctnRqerDtlCntnt,계약거래제한요청자상세내용
AT#arrTxRstrctnStsCd,계약거래제한상태코드
AT#arrTxRstrctnStsChngRsnCd,계약거래제한상태변경사유코드
AT#arrTxSeqNbr,계약거래일련번호
AT#arrXtnAtrbtValJson,계약확장속성값제이슨
AT#arrearCnt,연체금 건수
AT#arrearsCntnt,체납내용
AT#arrearsEndYm,체납종료년월
AT#arrearsMnthNth,체납월수
AT#arrearsStartYm,체납시작년월
AT#arrearsYn,체납여부
AT#asMainYn,주계약여부
AT#ascndngSortYn,오름차순정렬여부
AT#asctTxDpstWhdrwlDscd,연관거래입출금구분코드
AT#asctTxPrcsDt,연관거래처리년월일
AT#asctTxPrcsHms,연관거래프로세스시분초
AT#asctTxPrcsngDt,연관거래처리일자
AT#asctTxPrcsngHm,연관거래처리시간
AT#asctTxPrcsngHms,연관거래처리시분초
AT#asctTxSysCd,연관거래시스템코드
AT#asctTxTxAmt,연관거래거래금액
AT#asctTxTxUnqNbr,연관거래거래고유번호
AT#asgnCustId,양수인고객식별자
AT#asgnCustNm,양수인고객명
AT#asmArrRelStsCd,심사계약관계상태코드
AT#asmArrTxDt,심사계약거래년월일
AT#asmArrTxSeqNbr,심사계약거래일련번호
AT#asmCmntCntnt,심사의견내용
AT#asmCmplncClCd,심사규제분류
AT#asmCnsltnStsCd,심사상담상태코드
AT#asmFndtnKndCd,심사근기종류코드
AT#asmId,심사식별자
AT#asmItmId,심사항목식별자
AT#asmItmNm,심사항목명
AT#asmItmOriginDscd,심사항목원천구분
AT#asmItmRmkCntnt,심사항목한글명
AT#asmItmTpCd,심사항목유형
AT#asmItmVal,심사항목값
AT#asmKndCd,심사종류코드
AT#asmStsCd,심사상태
AT#assetAcqstnClCd,자산취득구분코드
AT#assetAddrRegionClCd,자산지역분류코드
AT#assetAddrRegionClCrtrCd,자산지역분류기준코드
AT#assetAddrRegionClCrtrNm,자산지역분류기준명
AT#assetAddrRegionClNm,자산지역분류명
AT#assetAddrTpCd,자산주소유형
AT#assetAlctnPrity,
AT#assetAndScrtyIntStsCd,자산설정상태코드
AT#assetAndScrtyIntTxDscd,자산설정거래구분코드
AT#assetAprslRelStsCd,자산감정관계상태코드
AT#assetArrAmt,자산계약금액
AT#assetAssetRelCd,자산자산관계코드
AT#assetAssetRelSeqNbr,자산자산관계일련번호
AT#assetAssetRelStsCd,자산자산관계상태코드
AT#assetClCd,자산분류코드
AT#assetClTpCd,자산분류유형
AT#assetCustRelCd,자산고객관계코드
AT#assetCustRelSeqNbr,자산고객관계일련번호
AT#assetCustRelStsCd,자산고객관계상태코드
AT#assetDeptRelCd,자산부서관계코드
AT#assetDeptRelSeqNbr,자산부서관계일련번호
AT#assetDeptRelStsCd,자산부서관계상태코드
AT#assetDocRelCd,자산문서관계코드
AT#assetDocRelSeqNbr,자산문서관계일련번호
AT#assetDocRelStsCd,자산문서관계상태코드
AT#assetDstrbtAmt,자산배분금액
AT#assetDstrbtPrity,자산배분순위
AT#assetDstrbtTpCd,자산배분유형코드
AT#assetEvltnAmt,자산평가금액
AT#assetEvltnDt,자산평가일자
AT#assetEvltnMthdCd,자산평가방법코드
AT#assetEvltnSeqNbr,자산평가일련번호
AT#assetId,자산식별자
AT#assetInsrncRelSeqNbr,자산보험관계일련번호
AT#assetInsrncRelStsCd,자산보험관계상태코드
AT#assetKndCd,자산종류코드
AT#assetKndNm,자산종류명
AT#assetNm,자산명
AT#assetPrtnrRelCd,자산파트너관계코드
AT#assetPrtnrRelSeqNbr,자산파트너관계일련번호
AT#assetPrtnrRelStsCd,자산파트너관계상태코드
AT#assetPstnNbr,자산위치번호
AT#assetRcgntnAmt,자산인정금액
AT#assetRcgntnRatioExcptnCd,자산인정비율예외적용사유코드
AT#assetRcgntnRt,자산인정비율
AT#assetRcgntnRtClCd,자산인정비율유형코드
AT#assetRcgntnRtSeqNbr,자산인정비율일련번호
AT#assetRvltnAmt,자산재평가금액
AT#assetScrtyIntRelSeqNbr,자산설정관계일련번호
AT#assetScrtyIntRelStsCd,자산설정관계상태코드
AT#assetSmtnSeqNbr,자산집계일련번호
AT#assetStaffRelCd,자산스태프관계코드
AT#assetStaffRelSeqNbr,자산스태프관계일련번호
AT#assetStaffRelStsCd,자산스태프관계상태코드
AT#assetStsCd,자산상태코드
AT#assetStsChngRsnCd,자산상태변경사유코드
AT#assetStsDt,자산상태일자
AT#assetThingSeqNbr,자산물건일련번호
AT#assetThingTpCd,자산물건유형코드
AT#assetTpCd,자산유형
AT#assetTrnsfrDayDscd,자금이체일구분
AT#assetTxSeqNbr,자산거래일련번호
AT#assetUnqNbr,자산고유번호
AT#assetVal,자산가치
AT#assetValTpCd,자산가치유형
AT#asstClctnLmtAmt,자금모집한도
AT#astAprvlStartDt,최종승인일From
AT#asyncAtrbtDscd,비동기속성구분코드
AT#asyncRspnsPrcsDscd,비동기응답처리구분
AT#asyncTimeoutScnd,비동기타임아웃초
AT#atatRelCd,액터액터관계코드
AT#atatRelSeqNbr,액터액터관계일련번호
AT#atatRelStsCd,액터액터관계상태코드
AT#atatRelStsChngRsnCd,액터액터관계상태변경사유코드
AT#atatRelStsChngRsnCntnt,액터액터관계상태변경사유내용
AT#atchmntFileCntnt,첨부파일
AT#atchmntFileId,첨부파일식별자
AT#atchmntFileSeqNbr,첨부파일일련번호
AT#atchmntFileYn,첨부파일여부
AT#atdtRelSeqNbr,액터부서관계일련번호
AT#atdtRelStsCd,액터부서관계상태코드
AT#atdtRelStsChngRsnCd,액터부서관계상태변경사유코드
AT#atdtRelStsChngRsnCntnt,액터부서관계상태변경사유내용
AT#atdtRelTpCd,액터부서관계유형코드
AT#athrtyAplyRngTpCd,권한적용범위유형코드
AT#athrtyCd,권한코드
AT#athrtyTpDscd,권한유형구분코드
AT#athrznDemandBrnchCd,승인요청부점코드
AT#athrznDemandCustId,승인요고객식별자
AT#athrznDemandDt,승인요청일자
AT#athrznDemandSeqNbr,승인요청일련번호
AT#athrznDscd,승인권자구분
AT#athrznDt,승인일자
AT#athrznExRt,승인환율
AT#athrznId,승인ID
AT#athrznLockResidualDtm,인증잠금유지시간
AT#athrznNcsrYn,승인필요여부
AT#athrznPrhbtnRsnCntnt,승인불가사유내용
AT#athrznStaffId,승인스태프식별자
AT#athrznTpDscd,승인유형구분
AT#athrznUserNbr,승인사용자번호
AT#atmCashLastDpstDt,자동화기기현금최종입금일자
AT#atmCashLastDpstHms,자동화기기현금최종입금시간
AT#atmDscd,ATM구분코드
AT#atmKndCd,자동화기기거래종류코드
AT#atmNbr,자동화기기번호
AT#atmTxKndCd,자동화기기거래종류코드
AT#atmptCnt,시도횟수
AT#atmtcCmpnstnUseYn,자동보정사용여부
AT#atmtcCrctnUseYn,자동보정사용여부
AT#atmtcCustLmtChngClassCntnt,자동고객한도변경클래스내용
AT#atmtcExctnDscd,자동실행구분
AT#atmtcExctnEndHms,자동실행종료시각
AT#atmtcExctnStartHms,자동실행시작시각
AT#atmtcPymntCnt,자동납부건수
AT#atmtcRdpstAblCnt,자동재예치가능횟수
AT#atmtcRdpstExctnCnt,자동재예치실행횟수
AT#atmtdMachineTxDscd,자동화기기거래구분코드
AT#atrbtCntntStsCd,속성내용상태코드
AT#atrbtDescCntnt,속성설명
AT#atrbtDfntnCntnt,속성정의내용
AT#atrbtDmnEngNm,속성도메인영문명
AT#atrbtDmnGrpCd,속성도메인그룹코드
AT#atrbtDmnHangulNm,속성 도메인한글명
AT#atrbtDmnKorNm,속성도메인한글명
AT#atrbtDmnNm,속성도메인명
AT#atrbtDscd,속성구분코드
AT#atrbtDtoClassNm,속성DTO클래스명
AT#atrbtEndVal,속성종료값
AT#atrbtEngNm,속성영문명
AT#atrbtLen,속성길이
AT#atrbtNm,속성명
AT#atrbtNmNrmlCrtnFinYn,속성 명 일반 생성 완료 여부
AT#atrbtStartVal,속성시작값
AT#atrbtTpCd,속성타입코드
AT#atrbtVal,속성값
AT#atrbtVldtnRuleCntnt,속성검증규칙
AT#atrbtVldtnWayCd,속성검증방법코드
AT#atrbtVldtnXtnRuleCntnt,속성검증확장규칙
AT#atrctnPathCd,유치경로
AT#atrlAtrlCd,액터역할액터역할관계코드
AT#atrlAtrlRelCd,액터역할액터역할관계코드
AT#atrlAtrlRelSeqNbr,액터역할액터역할관계일련번호
AT#atrlAtrlRelStsCd,액터역할액터역할관계상태코드
AT#atrlAtrlRelStsRsnCd,액터역할액터역할관계상태사유코드
AT#atrlAtrlRelStsRsnCntnt,액터역할액터역할관계상태사유내용
AT#atrlAtrlSeqNbr,액터역할액터역할관계일련번호
AT#atrlCd,액터역할코드
AT#atrlDeptRelSeqNbr,액터역할부서관계일련번호
AT#atrlDeptRelStsCd,액터역할부서관계상태코드
AT#atrlDeptRelStsRsnCd,액터역할부서관계상태사유코드
AT#atrlDeptRelStsRsnCntnt,액터역할부서관계상태사유내용
AT#atrlDeptRelTpCd,액터역할부서관계유형코드
AT#atrlId,액터역할식별자
AT#atrlSeqNbr,액터역할일련번호
AT#attemptNth,시도회차
AT#auditTrgtYn,감사대상여부
AT#authCd,인증코드
AT#authDemandTmstmp,인증요청일시
AT#authEfctvEndTmstmp,인증유효종료일시
AT#authEfctvTrmCd,인증유효기간코드
AT#authErrAllwncCnt,인증에러허용횟수
AT#authErrAtmptCnt,인증에러시도횟수
AT#authExmntnYn,인증심사여부
AT#authLockResidualDtm,인증잠금유지시간
AT#authMndtryCntctPntYn,인증필수연락처여부
AT#authMobilePhoneNbr,인증핸드폰번호
AT#authNm,인증명
AT#authRsltTpCd,인증결과유형코드
AT#authSeqNbr,인증일련번호
AT#authStsCd,인증상태코드
AT#authSucssYn,인증성공여부
AT#authTelecomcarrDscd,인증통신사업자구분
AT#authTpCd,인증유형
AT#authTrgtId,인증대상식별자
AT#authTrgtTpCd,인증대상유형
AT#authWayCd,인증방식코드
AT#authYn,인증여부
AT#autoExctnDscd,자동실행구분코드
AT#autoPymntAplctnAcptncSuspendYn,자동납부신청접수중단여부
AT#autoRpymntYn,자동상환여부
AT#autoTrnsfrStsCd,자동이체상태코드
AT#autoTrnsfrWhdrwlAcctNbr,자동이체출금계좌번호
AT#avgInvstmntAmt,평균투자금액
AT#avlblCltrlAmt,가용담보금액
AT#avlblYm,
AT#backupDscd,백업구분코드
AT#backupPath,백업경로
AT#bal,잔액
AT#balAmt,잔액
AT#balChkAmt,타점권금액
AT#balChngHstMgmtYn,잔액변경이력관리여부
AT#balCrtfctIssueDt,잔액증명서발급일자
AT#balDfrncAmt,잔액차액
AT#balDt,잔액일자
AT#balInitzBaseDayDscd,잔액초기화기준일구분
AT#balInitzCyclCd,잔액초기화주기코드
AT#balOvrduBaseDt,잔액연체기준년월일
AT#balOvrduIntAmt,잔액연체이자금액
AT#balOvrduStartDt,잔액연체시작일자
AT#balRflctnSkpYn,잔액반영제외여부
AT#balRflctnYn,잔액반영여부
AT#balSeqNbr,잔액일련번호
AT#balSignCd,잔액부호코드
AT#balTpCd,잔액유형
AT#balTpCdNm,잔액유형코드명
AT#balTpDscd,잔액유형구분
AT#balTpNm,잔액유형명
AT#balUpdtClassNm,잔액갱신클래스명
AT#balUpdtDpstWhdrwlDscd,잔액갱신대상입출구분
AT#balUpdtWayCd,잔액갱신방법코드
AT#balVrfctnInqryDscd,잔액대사조회구분
AT#bankingChargeBurdenDscd,BANKINGCHARGE부담구분코드
AT#bannerImgUrl,bannerImgUrl
AT#bannerNm,banner name
AT#bannerTpCd,배너유형코드
AT#baseCndCd,기준조건코드
AT#baseCrncyCashAmt,기준통화현금금액
AT#baseCrncyCashTxAmt,기준통화현금거래금액
AT#baseCrncyCd,기준통화코드
AT#baseCrncyCupldAcctNbr,기준통화연동계좌번호
AT#baseCrncyCupldAcctPswd,기준통화연동계좌비밀번호
AT#baseCrncyExAmt,기준통화환산금액
AT#baseCrncyFeeDcsnAmt,기준통화수수료결정금액
AT#baseCrncyPstnAmt,기준통화표지션금액
AT#baseCrncyTrnsfrAmt,기준통화대체금액
AT#baseCrncyTrnsfrDscd,기준통화대체구분코드
AT#baseCrncyTrnsfrTxAmt,기준통화대체거래금액
AT#baseCyclUnitCd,기준주기단위코드
AT#baseCyclVal,기준주기값
AT#baseDay,기준일자
AT#baseDt,기준일자
AT#baseHms,기준시간
AT#baseInfoKndCd,기준정보종류코드
AT#baseInfoTpCd,기준정보유형
AT#baseIntRt,기준금리
AT#baseIntRtAplyPntInTmDscdNm,기준금리적용시점구분코드명
AT#baseIntRtAplyTmCd,기준금리적용기간코드
AT#baseIntRtAplyTmDscd,기준금리적용시점구분
AT#baseIntRtAplyTmDscdNm,기준금리적용시점구분코드명
AT#baseIntRtAplyWayCd,기준금리적용방식코드
