namespace,cbb_items
AT#assetScrtyIntRelStsCd,资产担保权益关系状态代码
AT#assetSmtnSeqNbr,资产总结序列编号
AT#assetStaffRelCd,资产人员关系代码
AT#assetStaffRelSeqNbr,资产人员关系序列编号
AT#assetStaffRelStsCd,资产人员关系状态代码
AT#assetStsCd,资产状态代码
AT#assetStsChngRsnCd,资产状态更改事由代码
AT#assetStsDt,资产状态年月日
AT#assetThingSeqNbr,资产物品序列编号
AT#assetTpCd,
AT#assetTxSeqNbr,资产交易序列号
AT#assetUnqNbr,资产唯一编号
AT#assetVal,资产价值
AT#assetValTpCd,
AT#asstClctnLmtAmt,资产收集限额
AT#astAprvlStartDt,最后批准日期
AT#asyncRspnsPrcsDscd,
AT#asyncTimeoutScnd,异步超时秒
AT#atatRelCd,参与者参与者关系代码
AT#atatRelStsCd,参与者参与者关系状态代码
AT#atatRelStsChngRsnCd,参与者参与者关系状态更改事由代码
AT#atatRelStsChngRsnCntnt,参与者参与者关系状态更改事由内容
AT#atchmntFileCntnt,附件
AT#atchmntFileId,附件识别码
AT#atchmntFileSeqNbr,附件序列编号
AT#atchmntFileYn,附件文件与否
AT#atdtRelSeqNbr,参与者部门关系序列编号
AT#atdtRelStsCd,参与者部门关系状态代码
AT#atdtRelStsChngRsnCd,参与者部门关系状态更改事由代码
AT#atdtRelStsChngRsnCntnt,参与者部门关系状态更改事由内容
AT#atdtRelTpCd,参与者部门关系类型代码
AT#athrtyCd,管理局代码
AT#athrtyTpDscd,权限套用对象信息类别代码
AT#athrznDemandBrnchCd,要求授权分行代码
AT#athrznDemandCustId,要求授权客户标识符
AT#athrznDemandDt,要求授权日期
AT#athrznDemandSeqNbr,要求授权序列号
AT#athrznDscd,
AT#athrznDt,授权日期
AT#athrznId,授权ID
AT#athrznNcsrYn,是否需要授权
AT#athrznPrhbtnRsnCntnt,禁止授权事由内容
AT#athrznStaffId,授权员工标识符
AT#athrznTpDscd,
AT#athrznUserNbr,授权用户号码
AT#atmCashLastDpstDt,ATM现金最终存款日期
AT#atmCashLastDpstHms,ATM现金最后存款时间
AT#atmNbr,自动取款机号码
AT#atmTxKndCd,ATM交易种类代码
AT#atmptCnt,尝试次数
AT#atmtcCmpnstnUseYn,自动补足使用与否
AT#atmtcCustLmtChngClassCntnt,客户额度自动更改类内容
AT#atmtcExctnDscd,自动执行区别
AT#atmtcExctnEndHms,自动执行结束时间
AT#atmtcExctnStartHms,自动执行开始时间
AT#atmtcRdpstExctnCnt,自动重新存储执行计数
AT#atrbtDescCntnt,属性说明
AT#atrbtDfntnCntnt,属性定义内容
AT#atrbtDmnEngNm,属性定义域英文名
AT#atrbtDmnGrpCd,属性定义域群代码
AT#atrbtDmnHangulNm,
AT#atrbtDmnNm,属性定义域名
AT#atrbtDtoClassNm,属性DTO类名
AT#atrbtEndVal,属性结束值
AT#atrbtLen,属性长度
AT#atrbtNm,属性名
AT#atrbtNmNrmlCrtnFinYn,属性名称是否完成正常建立
AT#atrbtStartVal,属性开始值
AT#atrbtTpCd,属性类型代码
AT#atrbtVal,属性值
AT#atrbtVldtnRuleCntnt,属性检验规则
AT#atrbtVldtnWayCd,属性检验方法代码
AT#atrbtVldtnXtnRuleCntnt,属性检验扩展规则
AT#atrctnPathCd,
AT#auditTrgtYn,审查对象与否
AT#authCd,验证代码
AT#authDemandTmstmp,验证请求日时
AT#authEfctvEndTmstmp,授权生效日期时间戳
AT#authEfctvTrmCd,验证有效期代码
AT#authErrAllwncCnt,验证错误允许次数
AT#authErrAtmptCnt,验证错误尝试次数
AT#authExmntnYn,认证审查与否
AT#authMndtryCntctPntYn,认证必备联系方式与否
AT#authMobilePhoneNbr,认证手机号码
AT#authNm,验证名
AT#authRsltTpCd,认证结果类型代码
AT#authSeqNbr,授权序列号
AT#authStsCd,验证状态代码
AT#authSucssYn,认证成功与否
AT#authTelecomcarrDscd,
AT#authTpCd,
AT#authTrgtId,验证对象识别码
AT#authTrgtTpCd,
AT#authWayCd,验证方式代码
AT#authYn,验证与否
AT#avgInvstmntAmt,平均投资金额
AT#avlblCltrlAmt,可担保金额
AT#bal,余额
AT#balChkAmt,余额检查金额
AT#balChngHstMgmtYn,余额更改记录管理与否
AT#balCrtfctIssueDt,余额证明书开立日期
AT#balDfrncAmt,余额差额
AT#balDt,余额年月日
AT#balInitzBaseDayDscd,余额初始化基准日类别代码
AT#balInitzCyclCd,余额初始化周期代码
AT#balOvrduStartDt,余额逾期开始日期
AT#balRflctnSkpYn,平衡反思跳过是否
AT#balRflctnYn,平衡反思是否
AT#balTpCd,余额类型代码
AT#balTpCdNm,余额类型代码名称
AT#balTpDscd,余额类型类别代码
AT#balTpNm,余额类型名称
AT#balUpdtClassNm,余额更新类名
AT#balUpdtDpstWhdrwlDscd,余额更新对象存取类别代码
AT#balUpdtWayCd,余额更新方法代码
AT#balVrfctnInqryDscd,余额验证查询区别代码
AT#bankingChargeBurdenDscd,银行费用负担代码
AT#bannerImgUrl,网幅图像URL
AT#bannerNm,网幅名
AT#bannerTpCd,网幅类型代码
AT#baseCndCd,基准条件代码
AT#baseCrncyCashAmt,基准货币现金金额
AT#baseCrncyCd,基准货币代码
AT#baseCrncyFeeDcsnAmt,基本货币费决定金额
AT#baseCrncyPstnAmt,基准货币状态金额
AT#baseCrncyTrnsfrAmt,基准货币网转金额
AT#baseCrncyTrnsfrDscd,基本货币转移区别码
AT#baseDt,基准日期
AT#baseHms,基本赫姆斯
AT#baseInfoKndCd,基准信息种类代码
AT#baseInfoTpCd,
AT#baseIntRt,基准利率
AT#baseIntRtAplyTmCd,基准利率申请代码
AT#baseIntRtAplyTmDscd,
AT#baseIntRtAplyTmDscdNm,基本利率应用时间区分代码名称
AT#baseIntRtAplyWayCd,基准利率套用方式类别代码
AT#baseIntRtAplyWayDscd,
AT#baseIntRtAplyWayDscdNm,基本利率应用方式区分代码名称
AT#baseIntRtCd,基准利率代码
AT#baseIntRtKndCd,基准利率种类代码
AT#baseIntRtKndCdNm,基本利率种类代码名称
AT#baseMarginRt,基本利润率
AT#baseMnth,基准月
AT#baseVal,基准值
AT#baseYm,基准年月
AT#baseYr,基准年
AT#basisCntnt,依据内容
AT#batchAplctnNm,批处理应用名
AT#batchJobCntrlCd,批处理作业控制代码
AT#batchJobCreatedHms,批量创作时间
AT#batchJobCyclCd,批处理作业周期代码
AT#batchJobDescCntnt,批处理作业描述
AT#batchJobEndStsCd,批处理作业结束状态代码
AT#batchJobEngNm,批处理作业英文名
AT#batchJobExctnDt,批量作业执行日期
AT#batchJobExctnEndHms,批处理执行结束时间
AT#batchJobExctnNbr,批处理作业执行编号
AT#batchJobExctnStartHms,批量作业执行开始时间
AT#batchJobExctnStsCd,批处理作业执行状态代码
AT#batchJobId,批处理作业识别码
AT#batchJobInstncId,批处理作业实例识别码
AT#batchJobNm,批处理作业名
AT#batchJobParmVal,批处理作业参数
AT#batchJobSrchCrtrCd,批处理作业检索基准代码
AT#batchJobStepNbr,批处理作业步骤编号
AT#batchJobStepNm,批处理作业步骤名
AT#batchJobTpCd,批量作业类型
AT#batchNbr,
AT#batchSeqNbr,
AT#bathCnt,浴室数
AT#bckgrndColorVal,背景色值
AT#bdyVal,主体
AT#beanNm,Bean名
AT#bfAplctnDt,申请日期前
AT#bfArrExtrnlIdNbr,更改前签约外部识别号码
AT#bfAtrbtCntnt,之前属性内容
AT#bfBfBizDt,营业前之前
AT#bfBfDt,两天前
AT#bfBizDt,营业前日期
AT#bfBizDtChkAmt,前营业日支票金额
AT#bfBizDtCrncyAmt,前营业日货币金额
AT#bfChngAcctNbr,更改前账号
AT#bfChngArrActvtyStsCd,更改前合约活动状态代码
AT#bfChngArrMtrtyDt,更改前合同到期日
AT#bfChngAtrbtNm,更改前属性名称
AT#bfChngBal,更改前余额
AT#bfChngBalDt,更改前余额年月日
AT#bfChngCardId,更换前卡ID
AT#bfChngCndVal,更改前条件值
AT#bfChngCndValCntnt,更改前条件值内容
AT#bfChngCntnt,更改前内容
AT#bfChngCtcptStsCd,更改前联系方式状态代码
AT#bfChngCustId,更改前客户识别
AT#bfChngDueDlgncStsCd,更改前确认义务状态代码
AT#bfChngEfctvEndDt,更改前有效终止年月日
AT#bfChngPswd,更改前密码
AT#bfChngRelEndDt,更改前关系终止年月日
AT#bfChngRoadNm,更改前道路名
AT#bfChngSctnEndDt,更改前时段终止年月日
AT#bfChngSctnStartDt,更改前时段起始年月日
AT#bfChngValidYm,更新前有效年月
AT#bfChngXtnAtrbtCntnt,更改前扩展属性内容
AT#bfClsgRcvdAmt,收到金额前关闭
AT#bfCucuRelStsCd,更改前客户客户关系状态代码
AT#bfDt,前一天
AT#bfDtBal,前一天余额
AT#bfDtCashAmt,日期前现金金额
AT#bfDtCrncyAmt,日期前平衡货币
AT#bfDtOthrChkAmt,之前日期平衡其他支票
AT#bfDtRmndrQnty,前一天余量
AT#bfDtSumAmt,日期平衡之前
AT#bfLastAprvlDt,最终批准日（之前）
AT#bfMnthEndBal,月结余
AT#bfOpnDt,开户日期前
AT#bfPdTmpltCd,之前的产品模板代码
AT#bfPrcsngInfoCntnt,处理信息前
AT#bfRelStartDt,起始日前关系
AT#bfRltdAcctNbr,相关账号前
AT#bfStlmntDt,前一个结算日期
AT#bfTxInfoJson,交易信息前JSON
AT#bfXtnAtrbtCntnt,之前扩展属性内容
AT#bfYrEndBal,年终余额前
AT#bic,BIC
AT#bicCd,
AT#bicNm,BIC银行名
AT#bidCnt,竞标次数
AT#biddingAplctnFeeAmt,投标申请手续费
AT#biddingClsgTmstmp,投标截止时间戳
AT#biddingCmltvAmt,投标累积金额
AT#biddingCnt,投标人数
AT#biddingLmtAmt,投标限额
AT#biddingMthdCd,招标方式代码
AT#biddingMthdCdVal,招标方式代码值
AT#biddingPrgrsRt,投标进展率
AT#biddingStsCd,出价状态代码
AT#biddingSucssFeeAmt,投标成功手续费
AT#biddingTmstmp,投标时间戳
AT#biddingTrmCnt,投标期间
AT#billAmt,缴费金额
AT#billCtgryAmt,面值金额
AT#billCtgryCd,汇票代码
AT#billCtgryCnt,面值张数
AT#billCtgryFormDscd,纸/硬币
AT#billCtgryUnitAmt,单位金额
AT#binId,Bin识别码
AT#bindCardInqryYn,绑卡查询
AT#bindTpCd,
AT#birthDay,生日
AT#birthDt,生日
AT#bizCd,业务代码
AT#bizClsgDeptCnt,业务关闭部门计数
AT#bizClsgDt,业务截止年月日
AT#bizClsgHms,业务截止时刻
AT#bizClsgTlrCnt,业务关闭柜员计数
AT#bizCmpntCd,业务组件代码
AT#bizCtgryCd,
AT#bizCtgryNm,
AT#bizDscd,业务类别
AT#bizDscdNm,业务区分代码名
AT#bizDt,营业日期
AT#bizDtChkAmt,营业日支票金额
AT#bizDtCrncyAmt,营业日货币金额
AT#bizEndHms,营业结束时间
AT#bizInfoRgstrnYn,商业信息注册是否
AT#bizKeyVal,业务键
AT#bizNbr,
AT#bizObjId,业务对象识别
AT#bizOpnDeptCnt,业务开放部门计数
AT#bizOpnDt,业务开始年月日
AT#bizOpnHms,业务开始时刻
AT#bizOpnTlrCnt,商务开放柜员计数
AT#bizPrtnrId,业务伙伴标识符
AT#bizStartHms,营业开始时间
AT#bizTeamBal,业务组余额
AT#bizTeamRcvdAmt,业务组收取金额
AT#bizTeamWhdrwlAmt,业务组划出金额
AT#bizTpNm,业务类型名称
AT#bizUnqIdNbr,业务唯一身份证号码
AT#bizUnqKeyVal,商业独特的钥匙
AT#bkrdDscd,黑字红字区分代码
AT#blAcptncYn,提单验收与否
AT#blDocAcptncDt,提单文件验收日期
AT#blDocAcptncMtrtyDt,提单凭证到期日
AT#blDocSndDt,提单文件发送日期
AT#blFlawYn,提单瑕疵
AT#blNbr,提单号码
AT#blRcptAblBal,提单收据能力平衡
AT#blRcptAcmltdAmt,提单收据累计金额
AT#blRcptAmt,提单收据金额
AT#blRcptBal,提单收据余额
AT#blRcptCrncyCd,提单收货货币代码
AT#blRefNbr,海运提单参照号码
AT#blckngCardMediaNbr,封锁卡媒体号码
AT#blckngDocAcptncYn,阻止文件接受是否
AT#blckngDocNbr,封锁文件编号
AT#blckngFnclInstCd,阻止金融机构代码
AT#blckngFraudRgstrnDscd,阻止欺诈注册区别代码
AT#blckngGrntInsrncKeyVal,封锁保证金
AT#blckngRqerIdNbr,封锁请求者识别号码
AT#blckngRqerNm,封锁请求者名称
AT#blckngRqstInstNm,封锁请求机构名称
AT#blckngTelYn,阻塞电话是否
AT#blckngTrnsfrAblYn,阻塞转移是否
AT#blckngVctmBsicAddr,封锁受害人基本地址
AT#blckngVctmDtlAddr,封锁受害者细节地址
AT#blckngVctmIdNbr,封锁受害人身份证号码
AT#blckngVctmNm,封锁受害人姓名
AT#blckngVctmZipCd,封锁受害人邮政编码
AT#bldTpCd,血型
AT#bldTpDscd,
AT#bldgCmpltnDt,竣工年月日
AT#bldgMainNbr,建筑物主编号
AT#bldgMgmtNbr,建筑物管理编号
AT#bldgNm,建筑物名
AT#bldgSubNbr,建筑物副编号
AT#blkCashRcvdAmt,黑字现金收取金额
AT#blkCashRcvdCnt,黑字现金收取次数
AT#blkCashWhdrwlAmt,黑字现金取出金额
AT#blkCashWhdrwlCnt,黑字现金取出次数
AT#blkChkRcvdAmt,黑字支票收取金额
AT#blkChkRcvdCnt,黑字支票收取次数
AT#blkChkWhdrwlAmt,黑字支票取出金额
AT#blkChkWhdrwlCnt,黑字支票取出次数
AT#blkDmstcMnyRcvdAmt,黑字国内货币存款金额
AT#blkMnyRcvdAmt,黑字收取金额
AT#blkTrnsfrRcvdAmt,黑字网转收取金额
AT#blkTrnsfrRcvdCnt,黑字网转收取次数
AT#blkTrnsfrWhdrwlAmt,黑字网转取出金额
AT#blkTrnsfrWhdrwlCnt,黑字网转取出次数
AT#blkWhdrwlAmt,黑字取款金额
AT#blockNbr,块号码
AT#blockSeqNbr,区块序列编号
AT#blockStyleNm,区块样式名
AT#blockTmpltDscd,
AT#blockTmpltNm,阻止模板名称
AT#blockTrgtIp,阻止目标IP
AT#blockedYn,被阻止是否
AT#blwUndrDscd,
AT#blwUndrDscdNm,下面的区别代码名称
AT#bndlPdYn,组合产品与否
AT#bnfcryAcctNbr,受款人帐号
AT#bnfcryAddr,受款人地址
AT#bnfcryNatCd,受益国家代码
AT#bnfcryNm,受款人姓名
AT#bnfcryTelNbr,受款人电话号码
AT#bnftAplyRuleDscd,优惠折扣套用规则类别代码
AT#bnftAplySeqNbr,优惠套用序列编号
AT#bnftCd,优惠代码
AT#bnftEcludRsnCd,服务排除事由代码
AT#bnftEcludRsnCntnt,服务排除事由内容
AT#bnftGrpId,优惠折扣套用群ID
AT#bnftGrpTpDscd,优惠折扣群类型类别代码
AT#bnftId,优惠识别码
AT#bnftIssmdaNbr,优惠发行介质编号
AT#bnftMaxRt,优惠折扣最大率
AT#bnftMaxVal,优惠折扣最大金额
AT#bnftMinRt,优惠折扣最小率
AT#bnftMinVal,优惠折扣最小金额
AT#bnftNm,优惠折扣名称
AT#bnftStsCd,福利状态代码
AT#bnftTpNm,服务类型名称
AT#bnftUseDt,利益使用日期
AT#bnkAbrvtnNm,银行缩写名
AT#bnkAddr,银行地址
AT#bnkCd,银行代码
AT#bnkChkAmt,银行支票金额
AT#bnkNm,银行名
AT#bnkrptcyBal,破产余额
AT#bnkrptcyCrncyCd,破产货币代码
AT#bnkrptcyPrcsngDscd,破产处理区别代码
AT#bnkrptcyRgstrnDt,破产登记日
AT#bnkrptcyRsnDscd,破产理由区别代码
AT#bnkrptcySuspendDt,破产暂停日期
AT#bnkrptcySuspendRsnCntnt,破产暂停原因内容
AT#bnkrptcyTxAmt,破产交易金额
AT#bondCntnt,
AT#borderColorVal,边框颜色
AT#borderWidthVal,边框宽度
AT#boxShadowColorVal,阴影颜色
AT#boxShadowVal,阴影
AT#brnchAbrvtnNm,分行名称简写
AT#brnchBrnchRelDscd,
AT#brnchBrnchRelSeqNbr,分行分行关系序列号
AT#brnchBrnchRelStsCd,分行分行关系状态代码
AT#brnchCd,分行代码
AT#brnchCrncyRtndLmtAmt,分行货币保留限额
AT#brnchDscd,
AT#brnchEngNm,分行英文名
AT#brnchHldRoleStsCd,分行角色状态代码
AT#brnchKorAbrvtnNm,分行韩文名称缩写
AT#brnchKorNm,分行韩文名称
AT#brnchNm,
AT#brnchOfcNm,分行名
AT#brnchRtndAmtContrastDfrncAmt,分支保留金额对比差额金额
AT#brnchTpDscd,分支类型区分码
AT#brwrId,借款人标识符
AT#bsAcctgItmCd,BS会计科目代码
AT#bsicAddrCntnt,基本地址内容
AT#bsicFeeAmt,基本手续费金额
AT#bsicFixedFeeAmt,基本固定手续费金额
AT#bsicIntRt,基本利率
AT#bsicPrntItmYn,基本打印项目与否
AT#bsicRt,基本手续费率
AT#bsicVal,基本值
AT#bsicValExstncYn,基本值存在与否
AT#bsicValYn,基本值与否
AT#bsisDscd,BSIS区分
AT#btsdAcctgItmYn,两边会计科目与否
AT#buttonDscd,
AT#buttonNbr,按键号码
AT#buttonNm,按键名称
AT#buttonSeqNbr,按钮序列编号
AT#buttonStyleNm,按钮样式名
AT#buttonTmpltDscd,
AT#buttonTmpltNm,按钮模板名称
AT#buySellDscd,买卖区别代码
AT#bzmanBizCndNm,商人商务条件名称
AT#bzmanItmsNm,商人条款名称
AT#calcnAplyJdgmntCndSeqNbr,计算套用判断条件序列编号
AT#calcnAplyLvlNbr,计算套用级别号
AT#calcnAplyRuleDscd,计算套用规则类别代码
AT#calcnAplyRuleGrpId,计算套用规则群ID
AT#calcnAplyRuleGrpTpDscd,计算套用规则群类型类别代码
AT#calcnBaseAmt,计算基准金额
AT#calcnBaseAmtKeyVal,计算基准金额键值
AT#calcnBaseAmtTpCd,
AT#calcnBaseMtrtyDt,支票到期日计算
AT#calcnClassNm,计算类名
AT#calcnCmpsElmntTmpltSeqNbr,计算构成要素模板序列号
AT#calcnDayCnt,计算日数
AT#calcnDnmntrVal,计算分母值
AT#calcnEndBal,计算结束日期余额
AT#calcnEndDt,计算终止年月日
AT#calcnFeeAmt,计算费用金额
AT#calcnFndtnCntnt,
AT#calcnFormulaDtlCntnt,计算公式详细内容
AT#calcnFormulaId,计算公式ID
AT#calcnLvlNbr,计算等级数
AT#calcnMnthCnt,计算月数
AT#calcnNmrtrVal,计算分子值
AT#calcnPritySeqNbr,计算优先顺序编号
AT#calcnRuleCmpsElmntId,计算规则构成要素识别码
AT#calcnRuleCntnt,計算規則內容
AT#calcnRuleExstncYn,计算规则存在与否
AT#calcnRuleId, 計算規則標識
AT#calcnRuleStsCd,计算规则状态代码
AT#calcnStartBal,计算起始余额
AT#calcnStartDt,计算起始年月日
AT#calcnUnitCndCd,计算单位条件代码
AT#calcnUnitDscd,计算单位类别代码
AT#calcnUnitId,计算单位识别码
AT#calcnUnitStsCd,计算单位状态代码
AT#capitalAmt,资本金
AT#carPsnYn,汽车拥有是否
AT#cardAplctnDt,卡申请日期
AT#cardBinNbr,卡Bin号码
AT#cardBrndDscd,
AT#cardCupldDt,卡耦合日期
AT#cardEfctvYm,卡有效年月
AT#cardGradeCd,卡等级代码
AT#cardId,
AT#cardIssueClsgDt,发卡截止日期
AT#cardIssueCnt,发卡次数
AT#cardIssueDscd,发卡类别代码
AT#cardIssueDt,发卡日期
AT#cardIssueDtlDscd,
AT#cardIssueStampTax,发卡印花税
AT#cardKndDscd,
AT#cardMediaCd,卡介质代码
AT#cardNbr,卡号
AT#cardNewDscd,
AT#cardNm,卡名
AT#cardOwnrRelCd,
AT#cardPrgrsStsCd,卡进度状态代码
AT#cardTpCd,
AT#cardWhdrwlDt,
AT#caseScsflBidRt,中标率
AT#cashAcctNbr,现金账户号
AT#cashAmt,现金金额
AT#cashBuyExRt,
AT#cashFeeAmt,现金手续费
AT#cashFeeAplyCrncyCd,现金手续费适用货币代码
AT#cashFlwChngRsnCd,现金流更改事由代码
AT#cashHldAmt,现金持有量
AT#cashMaxLmtAmt,钱箱金额最高额度
AT#cashMgmtTrgtYn,现金管理对象与否
AT#cashMinLmtAmt,钱箱金额最低额度
AT#cashRcvdAmt,现金收取金额
AT#cashRcvdSlipCnt,现金收取凭条张数
AT#cashRgstrnAmt,现金登记金额
AT#cashSellExRt,
AT#cashTransitDscd,
AT#cashTransitDt,现金运输年月日
AT#cashTransitMthdDscd,
AT#cashTransitStsDscd,现金运输状态类别代码
AT#cashTrnsfrAmt,现金转账金额
AT#cashTrnsfrDscd,现金网转类别代码
AT#cashTxAmt,现金交易金额
AT#cashWhdrwlAmt,现金划出金额
AT#cashWhdrwlSlipCnt,现金取出凭条张数
AT#cashWhdrwlYn,现金划出功能与否
AT#cbScrngCd,
AT#cd,详细代码
AT#cdAbrvtnNm,代码名称缩写
AT#cdAtrbtNm,代码属性名
AT#cdDescCntnt,代码说明
AT#cdNbr,代码
AT#cdNbrAtrbtNm,代码号属性名
AT#cdNbrEngNm,代码号英文名
AT#cdNbrNm,代码名称
AT#cdNbrTpCd,代码类型
AT#cdNm,详细代码名称
AT#cddActorNm,客户确认义务客户名
AT#cddEngNm,客户确认义务英文名
AT#cddNatyIsoNatCd,客户确认义务国籍ISO国家代码
AT#cddTrgtDscd,
AT#cddUpdtCyclCntnt,
AT#cdsdAcctgItmCd,贷方账目代号
AT#cdsdAcctgItmNm,贷方账目名称
AT#cdsdBal,贷方余额发生额
AT#childAcctYn,是否为子账户
AT#childArrSrchDscd,儿童安排搜索区分代码
AT#childCatalogSize,儿童目录大小
AT#childPdCd,儿童产品代码
AT#childPdUsableYn,儿童产品可用与否
AT#childPdUseYn,子产品使用与否
AT#childrenCnt,子女数
AT#chineseNm,中文名
AT#chkAmt,
AT#chkCardWhdrwlAmt,借记卡取款金额
AT#chkCnt,支票张数
AT#chkOthrChkRtndAmt,检查其他检查保留金额
AT#chkRcvdAmt,银行支票收取金额
AT#chkTxAmt,银行支票交易金额
AT#chkWhdrwlAmt,银行支票划出金额
AT#chkYn,是否检核
AT#chngAfCnfrmtnPswd,更改后密码确认
AT#chngAfHms1,
AT#chngBfHms,
AT#chngCndValCntnt,变更条件值内容
AT#chngColumnNm,变更栏目名
AT#chngDscd,
AT#chngDt,更改日期
AT#chngDvisnCd,变更部门代码
AT#chngLnAgrmntAmt,更改合同金额
AT#chngOcrTmstmp,更改发生时间戳
AT#chngPswd,更改密码
AT#chngRsnCntnt,更改事由内容
AT#chngSeqNbr,更改序列编号
AT#chngStaffId,更改人员识别码
AT#chngTpDscd,
AT#chngTrgtTblNm,变更对象表
AT#chngTxDt,更改交易年月日
AT#chngTxIssueOthrArrId,变更交易识别其他签约
AT#chngTxSeqNbr,更改交易序列编号
AT#chngUrl,更改URL
AT#chngUserId,更改户识别码
AT#chngUserNbr,变更用户号码
AT#chnlCd,渠道代码
AT#chnlDscd,渠道区分
AT#choicDt,选定日期
AT#cityGunGuAddr,市郡区地址
AT#cityGunGuBldgNm,市郡区建筑物名
AT#cityGunGuCd,市郡区代码
AT#cityNm,城市名
AT#cityPrvncAddr,市道地址
AT#cityPrvncCd,市道代码
AT#clCd,分类代码
